unit_id,date_sold,post_code,unit_price,property_type,bedrooms
6241,2012-11-30,2615,483500,house,3
6242,2012-11-30,2611,552000,house,4
6243,2012-11-30,2615,610000,house,4
6244,2012-11-30,2606,645000,house,4
6245,2012-11-30,2604,690000,house,3
6246,2012-11-30,2905,725000,house,5
6247,2012-12-01,2611,366000,house,2
6248,2012-12-01,2614,400000,house,4
6249,2012-12-01,2614,431000,house,3
6250,2012-12-01,2611,770000,house,5
6251,2012-12-01,2607,790000,house,4
6252,2012-12-01,2607,845000,house,5
6253,2012-12-01,2612,900000,house,3
6254,2012-12-01,2604,901000,house,4
6255,2012-12-03,2906,365000,house,3
6256,2012-12-03,2905,458000,house,3
6257,2012-12-03,2615,485000,house,4
6258,2012-12-03,2615,487500,house,3
6259,2012-12-03,2615,500000,house,4
6260,2012-12-03,2912,570000,house,4
6261,2012-12-03,2605,591000,house,5
6262,2012-12-03,2911,635000,house,4
6263,2012-12-03,2913,708000,house,4
6264,2012-12-03,2600,850000,house,2
6265,2012-12-03,2603,1425000,house,4
6266,2012-12-04,2615,440000,house,3
6267,2012-12-04,2615,460000,house,3
6268,2012-12-04,2902,500000,house,4
6269,2012-12-04,2617,620000,house,5
6270,2012-12-04,2615,620000,house,4
6271,2012-12-04,2615,825000,house,4
6272,2012-12-04,2600,1300000,house,4
6273,2012-12-05,2905,357500,house,3
6274,2012-12-05,2604,470000,house,2
6275,2012-12-05,2914,493000,house,3
6276,2012-12-05,2602,675000,house,3
6277,2012-12-05,2607,800000,house,4
6278,2012-12-06,2902,400000,house,3
6279,2012-12-06,2904,410000,house,3
6280,2012-12-06,2913,532750,house,4
6281,2012-12-06,2603,880000,house,3
6282,2012-12-06,2612,1030000,house,4
6283,2012-12-06,2605,1050000,house,5
6284,2012-12-07,2615,390000,house,3
6285,2012-12-07,2615,460000,house,4
6286,2012-12-07,2914,545000,house,4
6287,2012-12-07,2913,562500,house,4
6288,2012-12-07,2605,605000,house,5
6289,2012-12-07,2602,640000,house,3
6290,2012-12-07,2603,1650000,house,4
6291,2012-12-08,2611,530000,house,4
6292,2012-12-08,2905,580000,house,4
6293,2012-12-08,2600,735000,house,3
6294,2012-12-08,2603,975000,house,4
6295,2012-12-08,2611,1020000,house,5
6296,2012-12-10,2905,431000,house,3
6297,2012-12-10,2913,432000,house,3
6298,2012-12-10,2902,480000,house,4
6299,2012-12-10,2615,480000,house,3
6300,2012-12-10,2914,532000,house,4
6301,2012-12-10,2600,590000,house,3
6302,2012-12-10,2604,671000,house,3
6303,2012-12-11,2913,361000,house,3
6304,2012-12-11,2906,399000,house,3
6305,2012-12-11,2906,410000,house,3
6306,2012-12-11,2615,425000,house,4
6307,2012-12-11,2913,458500,house,3
6308,2012-12-11,2611,480000,house,3
6309,2012-12-11,2905,500000,house,4
6310,2012-12-11,2615,560000,house,5
6311,2012-12-11,2906,587000,house,4
6312,2012-12-11,2607,600000,house,4
6313,2012-12-11,2600,602000,house,3
6314,2012-12-11,2602,730000,house,3
6315,2012-12-11,2902,960000,house,5
6316,2012-12-11,2611,1040000,house,4
6317,2012-12-11,2604,1575000,house,5
6318,2012-12-12,2615,365000,house,3
6319,2012-12-12,2607,520000,house,3
6320,2012-12-13,2615,405500,house,3
6321,2012-12-13,2913,440000,house,3
6322,2012-12-13,2615,490000,house,4
6323,2012-12-14,2902,465000,house,3
6324,2012-12-14,2611,474000,house,3
6325,2012-12-14,2615,550000,house,4
6326,2012-12-14,2903,640000,house,4
6327,2012-12-14,2611,640000,house,4
6328,2012-12-14,2603,815000,house,3
6329,2012-12-14,2603,1530000,house,4
6330,2012-12-15,2905,380000,house,3
6331,2012-12-15,2913,390000,house,3
6332,2012-12-15,2617,468000,house,4
6333,2012-12-15,2913,605000,house,4
6334,2012-12-15,2611,700000,house,4
6335,2012-12-17,2904,475000,house,3
6336,2012-12-17,2914,510000,house,4
6337,2012-12-17,2605,640000,house,4
6338,2012-12-17,2902,842500,house,5
6339,2012-12-17,2602,925000,house,4
6340,2012-12-18,2615,540000,house,4
6341,2012-12-18,2914,550000,house,4
6342,2012-12-18,2615,655000,house,5
6343,2012-12-18,2617,680000,house,5
6344,2012-12-18,2607,760000,house,3
6345,2012-12-18,2913,1075000,house,4
6346,2012-12-19,2906,395000,house,3
6347,2012-12-19,2615,400000,house,3
6348,2012-12-19,2913,400000,house,3
6349,2012-12-19,2914,465500,house,3
6350,2012-12-19,2905,535000,house,4
6351,2012-12-19,2913,580000,house,4
6352,2012-12-19,2906,605000,house,4
6353,2012-12-19,2615,620000,house,4
6354,2012-12-19,2912,665000,house,5
6355,2012-12-19,2913,706000,house,5
6356,2012-12-20,2617,495000,house,3
6357,2012-12-20,2602,517000,house,3
6358,2012-12-20,2914,520000,house,4
6359,2012-12-20,2906,543000,house,4
6360,2012-12-20,2902,580000,house,4
6361,2012-12-20,2905,590000,house,4
6362,2012-12-20,2914,612000,house,4
6363,2012-12-20,2611,665000,house,3
6364,2012-12-21,2614,353000,house,2
6365,2012-12-21,2615,375000,house,3
6366,2012-12-21,2905,437000,house,3
6367,2012-12-21,2615,443000,house,3
6368,2012-12-21,2914,453500,house,4
6369,2012-12-21,2902,473000,house,4
6370,2012-12-21,2913,500000,house,4
6371,2012-12-21,2914,502000,house,3
6372,2012-12-21,2617,525000,house,5
6373,2012-12-21,2614,526000,house,3
6374,2012-12-21,2602,550000,house,3
6375,2012-12-21,2914,572000,house,4
6376,2012-12-21,2605,580000,house,3
6377,2012-12-21,2615,610000,house,4
6378,2012-12-21,2904,640000,house,4
6379,2012-12-21,2913,830000,house,4
6380,2012-12-21,2914,922000,house,4
6381,2012-12-23,2913,510000,house,3
6382,2012-12-28,2903,477000,house,4
6383,2013-01-02,2615,615000,house,4
6384,2013-01-03,2905,582500,house,4
6385,2013-01-04,2617,475000,house,3
6386,2013-01-04,2615,630000,house,4
6387,2013-01-07,2615,398000,house,3
6388,2013-01-07,2905,445000,house,3
6389,2013-01-07,2611,477000,house,3
6390,2013-01-07,2904,635000,house,4
6391,2013-01-08,2614,410000,house,3
6392,2013-01-08,2913,412000,house,3
6393,2013-01-08,2902,445000,house,3
6394,2013-01-08,2905,500000,house,4
6395,2013-01-08,2605,733000,house,3
6396,2013-01-09,2615,347500,house,3
6397,2013-01-09,2914,407000,house,3
6398,2013-01-09,2611,655000,house,4
6399,2013-01-09,2605,667000,house,3
6400,2013-01-10,2903,384000,house,3
6401,2013-01-10,2905,580000,house,5
6402,2013-01-10,2906,612000,house,4
6403,2013-01-11,2615,376000,house,3
6404,2013-01-11,2904,559000,house,4
6405,2013-01-11,2605,601000,house,4
6406,2013-01-12,2905,550000,house,4
6407,2013-01-14,2905,415000,house,3
6408,2013-01-14,2615,468000,house,3
6409,2013-01-14,2913,480000,house,3
6410,2013-01-14,2913,522500,house,4
6411,2013-01-14,2607,725000,house,5
6412,2013-01-14,2600,1510000,house,4
6413,2013-01-15,2615,350000,house,3
6414,2013-01-15,2905,455000,house,3
6415,2013-01-15,2615,486000,house,4
6416,2013-01-15,2607,490000,house,2
6417,2013-01-15,2602,580000,house,4
6418,2013-01-15,2602,735000,house,3
6419,2013-01-16,2615,462000,house,3
6420,2013-01-16,2914,465000,house,3
6421,2013-01-16,2903,601600,house,4
6422,2013-01-16,2912,602500,house,4
6423,2013-01-16,2600,680000,house,3
6424,2013-01-17,2913,407500,house,3
6425,2013-01-17,2905,500000,house,4
6426,2013-01-17,2604,670000,house,3
6427,2013-01-18,2903,449950,house,3
6428,2013-01-18,2615,453777,house,3
6429,2013-01-18,2905,468000,house,3
6430,2013-01-18,2607,550000,house,3
6431,2013-01-18,2913,630000,house,4
6432,2013-01-18,2605,633500,house,3
6433,2013-01-18,2904,880000,house,4
6434,2013-01-21,2615,385000,house,4
6435,2013-01-21,2906,395000,house,3
6436,2013-01-21,2905,417000,house,3
6437,2013-01-21,2903,430000,house,3
6438,2013-01-21,2614,472500,house,3
6439,2013-01-21,2905,505000,house,4
6440,2013-01-21,2905,534000,house,4
6441,2013-01-21,2602,614000,house,3
6442,2013-01-22,2615,440000,house,3
6443,2013-01-22,2904,470000,house,4
6444,2013-01-22,2904,475000,house,3
6445,2013-01-22,2611,780000,house,4
6446,2013-01-23,2913,400000,house,4
6447,2013-01-23,2611,440000,house,3
6448,2013-01-23,2607,585000,house,3
6449,2013-01-23,2914,590000,house,4
6450,2013-01-23,2914,646000,house,4
6451,2013-01-23,2602,835000,house,3
6452,2013-01-24,2617,455000,house,3
6453,2013-01-24,2906,463500,house,3
6454,2013-01-24,2906,607500,house,4
6455,2013-01-24,2604,735000,house,3
6456,2013-01-25,2615,435000,house,3
6457,2013-01-25,2905,443000,house,3
6458,2013-01-25,2615,482500,house,3
6459,2013-01-25,2611,509950,house,4
6460,2013-01-25,2615,520000,house,4
6461,2013-01-25,2913,548000,house,4
6462,2013-01-25,2602,645000,house,4
6463,2013-01-27,2914,915000,house,5
6464,2013-01-29,2615,447777,house,3
6465,2013-01-29,2903,460000,house,4
6466,2013-01-29,2905,549000,house,3
6467,2013-01-30,2615,410000,house,3
6468,2013-01-30,2906,445000,house,3
6469,2013-01-30,2914,499000,house,4
6470,2013-01-30,2905,595000,house,4
6471,2013-01-30,2611,717000,house,4
6472,2013-01-30,2904,740000,house,4
6473,2013-01-31,2602,241000,house,1
6474,2013-01-31,2914,373000,house,2
6475,2013-01-31,2912,520000,house,4
6476,2013-01-31,2913,1050000,house,5
6477,2013-02-01,2905,386000,house,3
6478,2013-02-01,2914,440000,house,3
6479,2013-02-01,2904,450000,house,3
6480,2013-02-01,2914,481000,house,3
6481,2013-02-01,2611,540000,house,4
6482,2013-02-01,2902,560000,house,4
6483,2013-02-01,2913,575000,house,4
6484,2013-02-02,2617,615000,house,3
6485,2013-02-02,2605,840000,house,0
6486,2013-02-02,2605,927500,house,5
6487,2013-02-04,2914,453000,house,3
6488,2013-02-04,2615,510000,house,3
6489,2013-02-04,2914,535000,house,4
6490,2013-02-04,2617,615000,house,4
6491,2013-02-05,2906,374000,house,3
6492,2013-02-05,2905,445000,house,3
6493,2013-02-05,2606,487000,house,3
6494,2013-02-05,2607,520000,house,4
6495,2013-02-06,2615,402525,house,2
6496,2013-02-06,2905,427000,house,3
6497,2013-02-06,2906,478000,house,4
6498,2013-02-06,2604,490000,house,0
6499,2013-02-06,2912,529000,house,3
6500,2013-02-06,2913,540000,house,4
6501,2013-02-06,2617,570000,house,4
6502,2013-02-06,2615,646000,house,5
6503,2013-02-06,2605,685000,house,3
6504,2013-02-06,2602,805000,house,4
6505,2013-02-07,2615,396000,house,2
6506,2013-02-07,2615,416000,house,4
6507,2013-02-07,2905,418000,house,3
6508,2013-02-07,2614,445000,house,3
6509,2013-02-07,2904,460000,house,3
6510,2013-02-07,2602,620000,house,3
6511,2013-02-08,2617,400000,house,3
6512,2013-02-08,2914,408200,house,3
6513,2013-02-08,2905,439000,house,3
6514,2013-02-08,2615,449950,house,3
6515,2013-02-08,2905,455000,house,3
6516,2013-02-08,2913,505000,house,4
6517,2013-02-08,2612,655000,house,3
6518,2013-02-08,2605,870000,house,4
6519,2013-02-09,2904,725000,house,5
6520,2013-02-11,2617,415000,house,3
6521,2013-02-11,2905,505000,house,4
6522,2013-02-12,2906,395000,house,3
6523,2013-02-12,2615,566250,house,4
6524,2013-02-13,2913,562000,house,4
6525,2013-02-14,2615,422500,house,3
6526,2013-02-14,2615,425000,house,4
6527,2013-02-14,2913,457000,house,3
6528,2013-02-15,2903,507000,house,4
6529,2013-02-15,2611,540000,house,4
6530,2013-02-15,2614,555200,house,3
6531,2013-02-15,2914,560000,house,4
6532,2013-02-15,2906,565000,house,4
6533,2013-02-15,2606,585000,house,3
6534,2013-02-15,2611,685000,house,5
6535,2013-02-15,2600,843000,house,3
6536,2013-02-16,2609,135000,house,2
6537,2013-02-16,2903,625000,house,4
6538,2013-02-16,2602,667500,house,4
6539,2013-02-17,2602,1005000,house,4
6540,2013-02-18,2902,459000,house,3
6541,2013-02-18,2903,460000,house,3
6542,2013-02-18,2615,460000,house,3
6543,2013-02-18,2906,497550,house,3
6544,2013-02-18,2904,530000,house,4
6545,2013-02-18,2602,600000,house,4
6546,2013-02-19,2905,417000,house,3
6547,2013-02-19,2914,440000,house,3
6548,2013-02-19,2615,460000,house,3
6549,2013-02-20,2617,476000,house,4
6550,2013-02-20,2913,518000,house,4
6551,2013-02-20,2906,545000,house,3
6552,2013-02-20,2617,560000,house,5
6553,2013-02-20,2905,565000,house,4
6554,2013-02-20,2905,740000,house,4
6555,2013-02-20,2602,820500,house,3
6556,2013-02-21,2617,370000,house,3
6557,2013-02-21,2913,430000,house,3
6558,2013-02-21,2905,459000,house,3
6559,2013-02-21,2913,480000,house,4
6560,2013-02-21,2904,514988,house,4
6561,2013-02-21,2617,535000,house,4
6562,2013-02-21,2602,577500,house,3
6563,2013-02-21,2904,580000,house,4
6564,2013-02-21,2604,600000,house,4
6565,2013-02-21,2903,669000,house,4
6566,2013-02-22,2617,455000,house,3
6567,2013-02-22,2615,505000,house,4
6568,2013-02-22,2905,535000,house,4
6569,2013-02-22,2903,565000,house,5
6570,2013-02-23,2906,375000,house,3
6571,2013-02-23,2611,530000,house,4
6572,2013-02-23,2606,550000,house,4
6573,2013-02-24,2903,443000,house,3
6574,2013-02-24,2906,482000,house,3
6575,2013-02-24,2611,485000,house,3
6576,2013-02-25,2906,367000,house,3
6577,2013-02-25,2913,425000,house,3
6578,2013-02-25,2902,450125,house,3
6579,2013-02-25,2902,479950,house,4
6580,2013-02-25,2903,514000,house,3
6581,2013-02-25,2912,586000,house,4
6582,2013-02-25,2600,720000,house,3
6583,2013-02-25,2602,789000,house,4
6584,2013-02-26,2615,405000,house,3
6585,2013-02-26,2902,457300,house,4
6586,2013-02-26,2905,530000,house,4
6587,2013-02-26,2913,715000,house,4
6588,2013-02-26,2902,860000,house,4
6589,2013-02-27,2905,419000,house,3
6590,2013-02-27,2905,440000,house,3
6591,2013-02-27,2906,519000,house,3
6592,2013-02-27,2903,540000,house,4
6593,2013-02-27,2914,555000,house,4
6594,2013-02-27,2913,555500,house,4
6595,2013-02-27,2904,670000,house,4
6596,2013-02-27,2913,755000,house,4
6597,2013-02-28,2913,405000,house,3
6598,2013-02-28,2902,470000,house,4
6599,2013-02-28,2914,497500,house,3
6600,2013-02-28,2906,507000,house,3
6601,2013-02-28,2914,769900,house,4
6602,2013-02-28,2913,785000,house,4
6603,2013-02-28,2600,1501000,house,4
6604,2013-03-01,2905,415000,house,3
6605,2013-03-01,2614,460000,house,4
6606,2013-03-01,2617,503000,house,4
6607,2013-03-01,2906,510000,house,4
6608,2013-03-01,2607,520000,house,3
6609,2013-03-01,2905,645000,house,4
6610,2013-03-02,2617,532000,house,3
6611,2013-03-02,2607,570000,house,3
6612,2013-03-03,2602,472000,house,3
6613,2013-03-04,2617,520000,house,3
6614,2013-03-04,2605,580000,house,3
6615,2013-03-04,2602,837500,house,4
6616,2013-03-05,2913,395000,house,3
6617,2013-03-05,2615,410000,house,3
6618,2013-03-05,2611,522000,house,3
6619,2013-03-05,2611,590000,house,4
6620,2013-03-05,2904,645000,house,4
6621,2013-03-05,2906,675000,house,4
6622,2013-03-05,2905,800000,house,5
6623,2013-03-05,2603,1160000,house,5
6624,2013-03-06,2615,428000,house,3
6625,2013-03-06,2602,525000,house,3
6626,2013-03-06,2905,579000,house,4
6627,2013-03-06,2906,627500,house,4
6628,2013-03-06,2904,635000,house,4
6629,2013-03-06,2906,640000,house,5
6630,2013-03-06,2602,672000,house,3
6631,2013-03-06,2904,695000,house,5
6632,2013-03-06,2604,1071000,house,3
6633,2013-03-07,2905,500555,house,4
6634,2013-03-07,2904,677500,house,4
6635,2013-03-08,2615,411300,house,3
6636,2013-03-08,2615,570000,house,4
6637,2013-03-08,2914,615000,house,4
6638,2013-03-08,2904,627000,house,3
6639,2013-03-08,2913,630000,house,4
6640,2013-03-09,2614,481000,house,3
6641,2013-03-09,2602,745000,house,4
6642,2013-03-12,2902,395000,house,3
6643,2013-03-12,2905,405000,house,3
6644,2013-03-12,2905,412000,house,3
6645,2013-03-12,2905,430000,house,3
6646,2013-03-12,2905,445000,house,3
6647,2013-03-12,2913,517500,house,4
6648,2013-03-12,2905,625000,house,4
6649,2013-03-12,2602,652000,house,3
6650,2013-03-12,2914,690000,house,4
6651,2013-03-12,2600,920000,house,5
6652,2013-03-13,2905,405000,house,3
6653,2013-03-13,2615,420000,house,3
6654,2013-03-13,2617,436000,house,3
6655,2013-03-13,2615,449000,house,3
6656,2013-03-13,2914,470000,house,3
6657,2013-03-13,2607,535000,house,3
6658,2013-03-13,2913,570000,house,4
6659,2013-03-13,2602,599000,house,3
6660,2013-03-13,2600,849000,house,3
6661,2013-03-14,2615,373000,house,3
6662,2013-03-14,2905,427000,house,3
6663,2013-03-14,2906,485000,house,4
6664,2013-03-14,2913,587500,house,4
6665,2013-03-14,2914,640000,house,4
6666,2013-03-15,2905,420000,house,3
6667,2013-03-15,2905,431500,house,3
6668,2013-03-15,2615,470000,house,4
6669,2013-03-15,2615,479000,house,4
6670,2013-03-15,2905,480000,house,4
6671,2013-03-15,2906,515000,house,5
6672,2013-03-15,2906,630000,house,5
6673,2013-03-15,2607,718000,house,5
6674,2013-03-15,2605,770000,house,3
6675,2013-03-16,2906,392500,house,3
6676,2013-03-16,2906,512500,house,4
6677,2013-03-16,2611,560000,house,3
6678,2013-03-16,2611,575000,house,5
6679,2013-03-18,2905,420000,house,3
6680,2013-03-18,2903,470000,house,4
6681,2013-03-18,2902,518000,house,4
6682,2013-03-18,2905,525000,house,4
6683,2013-03-18,2615,550000,house,4
6684,2013-03-18,2612,758000,house,3
6685,2013-03-18,2602,850000,house,4
6686,2013-03-19,2913,385500,house,3
6687,2013-03-19,2606,586500,house,3
6688,2013-03-19,2602,612000,house,3
6689,2013-03-19,2602,653000,house,3
6690,2013-03-19,2607,890000,house,4
6691,2013-03-19,2617,1256000,house,4
6692,2013-03-20,2912,471000,house,3
6693,2013-03-20,2615,502000,house,3
6694,2013-03-20,2914,510000,house,3
6695,2013-03-20,2617,550000,house,3
6696,2013-03-20,2605,935000,house,4
6697,2013-03-21,2602,540000,house,3
6698,2013-03-21,2606,626000,house,3
6699,2013-03-21,2617,660000,house,5
6700,2013-03-21,2604,980000,house,4
6701,2013-03-21,2603,1450000,house,5
6702,2013-03-22,2913,460000,house,3
6703,2013-03-22,2902,481500,house,3
6704,2013-03-22,2906,569000,house,4
6705,2013-03-22,2606,575000,house,1
6706,2013-03-22,2906,620000,house,4
6707,2013-03-22,2603,1330000,house,4
6708,2013-03-23,2615,488500,house,3
6709,2013-03-24,2602,782500,house,3
6710,2013-03-25,2906,353000,house,3
6711,2013-03-25,2906,360000,house,3
6712,2013-03-25,2904,470500,house,3
6713,2013-03-25,2611,500000,house,3
6714,2013-03-25,2914,530000,house,4
6715,2013-03-25,2913,610000,house,4
6716,2013-03-25,2615,625000,house,4
6717,2013-03-25,2600,753000,house,3
6718,2013-03-25,2602,850000,house,4
6719,2013-03-25,2602,1275000,house,5
6720,2013-03-26,2615,475000,house,4
6721,2013-03-26,2905,560000,house,4
6722,2013-03-26,2904,575000,house,4
6723,2013-03-26,2602,710000,house,4
6724,2013-03-26,2913,910000,house,5
6725,2013-03-27,2615,380000,house,3
6726,2013-03-27,2602,530000,house,4
6727,2013-03-27,2914,595000,house,4
6728,2013-03-27,2602,715000,house,3
6729,2013-03-28,2615,390000,house,3
6730,2013-03-28,2611,437000,house,3
6731,2013-03-28,2913,517000,house,4
6732,2013-03-28,2614,550000,house,3
6733,2013-03-28,2614,572500,house,3
6734,2013-03-28,2617,574000,house,3
6735,2013-03-28,2614,585000,house,4
6736,2013-03-28,2611,615000,house,3
6737,2013-03-28,2902,779500,house,5
6738,2013-03-28,2913,1275000,house,5
6739,2013-03-29,2906,443000,house,3
6740,2013-04-02,2615,385000,house,2
6741,2013-04-02,2903,453700,house,3
6742,2013-04-02,2615,460000,house,3
6743,2013-04-02,2905,501250,house,2
6744,2013-04-02,2905,710000,house,4
6745,2013-04-03,2905,420000,house,3
6746,2013-04-03,2902,475000,house,3
6747,2013-04-03,2617,491000,house,3
6748,2013-04-03,2904,529000,house,3
6749,2013-04-03,2914,569000,house,4
6750,2013-04-03,2602,606000,house,4
6751,2013-04-03,2913,654000,house,4
6752,2013-04-03,2614,735000,house,4
6753,2013-04-04,2615,548500,house,4
6754,2013-04-04,2913,590000,house,4
6755,2013-04-04,2914,660000,house,4
6756,2013-04-05,2906,369000,house,2
6757,2013-04-05,2906,415000,house,3
6758,2013-04-05,2905,425000,house,3
6759,2013-04-05,2912,463000,house,3
6760,2013-04-05,2903,487500,house,3
6761,2013-04-05,2611,524000,house,3
6762,2013-04-05,2905,550000,house,4
6763,2013-04-05,2602,620000,house,3
6764,2013-04-05,2913,685000,house,5
6765,2013-04-05,2612,1100000,house,3
6766,2013-04-08,2611,427000,house,3
6767,2013-04-08,2914,567500,house,4
6768,2013-04-08,2903,659950,house,4
6769,2013-04-08,2906,730000,house,5
6770,2013-04-08,2914,797500,house,5
6771,2013-04-08,2612,941000,house,3
6772,2013-04-09,2905,420000,house,3
6773,2013-04-09,2905,449000,house,3
6774,2013-04-09,2904,477000,house,3
6775,2013-04-09,2913,571000,house,4
6776,2013-04-09,2602,763500,house,3
6777,2013-04-10,2905,415000,house,3
6778,2013-04-10,2614,425000,house,3
6779,2013-04-10,2617,459000,house,4
6780,2013-04-10,2614,477500,house,3
6781,2013-04-10,2905,485000,house,3
6782,2013-04-10,2614,502500,house,3
6783,2013-04-10,2914,540000,house,4
6784,2013-04-10,2902,580000,house,4
6785,2013-04-10,2615,590000,house,4
6786,2013-04-10,2914,690000,house,4
6787,2013-04-10,2600,835000,house,3
6788,2013-04-10,2600,1880000,house,5
6789,2013-04-11,2615,415000,house,3
6790,2013-04-11,2906,457500,house,3
6791,2013-04-11,2615,500000,house,4
6792,2013-04-11,2617,571000,house,3
6793,2013-04-12,2906,391500,house,3
6794,2013-04-12,2615,412000,house,3
6795,2013-04-12,2906,526000,house,4
6796,2013-04-12,2602,601000,house,4
6797,2013-04-12,2913,715000,house,4
6798,2013-04-12,2607,739000,house,4
6799,2013-04-13,2905,367000,house,3
6800,2013-04-13,2913,420000,house,3
6801,2013-04-13,2911,595000,house,4
6802,2013-04-13,2911,616000,house,4
6803,2013-04-13,2904,645500,house,4
6804,2013-04-13,2902,650000,house,5
6805,2013-04-14,2602,770000,house,4
6806,2013-04-14,2602,865000,house,4
6807,2013-04-15,2906,355000,house,3
6808,2013-04-15,2615,410000,house,3
6809,2013-04-15,2611,450000,house,3
6810,2013-04-15,2604,455000,house,3
6811,2013-04-15,2904,475000,house,4
6812,2013-04-15,2611,559500,house,5
6813,2013-04-15,2617,665000,house,4
6814,2013-04-16,2615,392000,house,3
6815,2013-04-16,2914,430000,house,3
6816,2013-04-16,2902,485000,house,4
6817,2013-04-16,2615,510000,house,4
6818,2013-04-16,2607,515000,house,3
6819,2013-04-17,2615,435000,house,3
6820,2013-04-17,2902,475000,house,3
6821,2013-04-17,2615,477500,house,4
6822,2013-04-17,2617,531000,house,3
6823,2013-04-17,2615,570000,house,4
6824,2013-04-17,2603,1260000,house,4
6825,2013-04-18,2614,285000,house,2
6826,2013-04-18,2611,365000,house,2
6827,2013-04-18,2617,453000,house,3
6828,2013-04-18,2903,515000,house,4
6829,2013-04-18,2605,690000,house,4
6830,2013-04-18,2904,698000,house,4
6831,2013-04-18,2602,770000,house,3
6832,2013-04-19,2913,408000,house,3
6833,2013-04-19,2611,432500,house,3
6834,2013-04-19,2914,581000,house,4
6835,2013-04-19,2602,602000,house,4
6836,2013-04-19,2913,705000,house,4
6837,2013-04-19,2913,760000,house,4
6838,2013-04-19,2603,762500,house,3
6839,2013-04-20,2614,602000,house,3
6840,2013-04-20,2602,847000,house,3
6841,2013-04-22,2905,425000,house,3
6842,2013-04-22,2904,535000,house,4
6843,2013-04-22,2903,640000,house,4
6844,2013-04-22,2914,920000,house,4
6845,2013-04-23,2914,370000,house,4
6846,2013-04-23,2913,400000,house,3
6847,2013-04-23,2906,440500,house,3
6848,2013-04-23,2906,535000,house,3
6849,2013-04-23,2617,570000,house,4
6850,2013-04-24,2615,391915,house,3
6851,2013-04-24,2914,410000,house,3
6852,2013-04-24,2611,445000,house,3
6853,2013-04-24,2614,512000,house,3
6854,2013-04-24,2602,625000,house,5
6855,2013-04-24,2607,722000,house,4
6856,2013-04-24,2602,795000,house,2
6857,2013-04-26,2913,470000,house,3
6858,2013-04-26,2905,520000,house,3
6859,2013-04-26,2913,539823,house,4
6860,2013-04-26,2914,555000,house,4
6861,2013-04-26,2914,610000,house,4
6862,2013-04-26,2603,681000,house,3
6863,2013-04-26,2606,695000,house,4
6864,2013-04-26,2914,885000,house,5
6865,2013-04-27,2602,555000,house,3
6866,2013-04-27,2913,590000,house,4
6867,2013-04-27,2913,745000,house,4
6868,2013-04-29,2913,418000,house,3
6869,2013-04-29,2905,429000,house,3
6870,2013-04-29,2905,475000,house,3
6871,2013-04-29,2602,490000,house,3
6872,2013-04-29,2914,595000,house,4
6873,2013-04-29,2615,630000,house,4
6874,2013-04-29,2603,780000,house,3
6875,2013-04-30,2615,409000,house,3
6876,2013-04-30,2615,520000,house,4
6877,2013-05-01,2914,387000,house,3
6878,2013-05-01,2905,445000,house,3
6879,2013-05-01,2906,510000,house,3
6880,2013-05-01,2602,708000,house,3
6881,2013-05-02,2913,416500,house,3
6882,2013-05-02,2617,422500,house,3
6883,2013-05-02,2615,451000,house,3
6884,2013-05-02,2614,470000,house,3
6885,2013-05-02,2615,570000,house,4
6886,2013-05-02,2611,595000,house,3
6887,2013-05-02,2617,610000,house,3
6888,2013-05-02,2600,860000,house,3
6889,2013-05-03,2614,410000,house,3
6890,2013-05-03,2902,425000,house,3
6891,2013-05-03,2913,501000,house,3
6892,2013-05-03,2914,507500,house,4
6893,2013-05-03,2904,629000,house,4
6894,2013-05-04,2905,465000,house,3
6895,2013-05-04,2615,582000,house,4
6896,2013-05-04,2614,656000,house,5
6897,2013-05-04,2600,730000,house,4
6898,2013-05-04,2600,790000,house,3
6899,2013-05-04,2600,850000,house,3
6900,2013-05-06,2914,338000,house,4
6901,2013-05-06,2906,378000,house,3
6902,2013-05-06,2906,420000,house,3
6903,2013-05-06,2615,430000,house,3
6904,2013-05-06,2912,578000,house,4
6905,2013-05-06,2602,580000,house,3
6906,2013-05-06,2904,590000,house,4
6907,2013-05-06,2905,655000,house,4
6908,2013-05-06,2603,720000,house,3
6909,2013-05-06,2602,735000,house,4
6910,2013-05-06,2603,1090000,house,4
6911,2013-05-06,2617,1152000,house,5
6912,2013-05-07,2607,277500,house,2
6913,2013-05-07,2615,445000,house,5
6914,2013-05-07,2615,455000,house,3
6915,2013-05-07,2905,475000,house,3
6916,2013-05-07,2611,490000,house,3
6917,2013-05-07,2611,539000,house,3
6918,2013-05-07,2600,725000,house,0
6919,2013-05-08,2615,379950,house,3
6920,2013-05-08,2615,397000,house,3
6921,2013-05-08,2615,445000,house,4
6922,2013-05-08,2913,562000,house,4
6923,2013-05-08,2913,600000,house,4
6924,2013-05-08,2914,647000,house,4
6925,2013-05-09,2903,440000,house,3
6926,2013-05-09,2903,552500,house,4
6927,2013-05-09,2602,670000,house,2
6928,2013-05-09,2605,795000,house,4
6929,2013-05-10,2611,631500,house,4
6930,2013-05-10,2617,695000,house,4
6931,2013-05-11,2905,575000,house,5
6932,2013-05-11,2903,700000,house,4
6933,2013-05-13,2905,435500,house,3
6934,2013-05-13,2617,440000,house,3
6935,2013-05-13,2602,500000,house,3
6936,2013-05-13,2905,500000,house,4
6937,2013-05-13,2607,565000,house,3
